LAT,LON,total_fCO2_obs,total_SST_obs,total_salinity_obs,months_with_data,total_cruises
20.125,-72.625,511,511,511,11,23
21.875,-69.375,511,511,511,13,33
55.375,-6.875,511,511,511,2,2
37.625,-74.375,511,511,511,5,6
25.875,-81.875,510,510,510,7,7
-65.875,147.125,510,510,510,2,2
21.125,-75.125,510,510,510,11,29
51.375,-8.875,507,507,507,10,11
26.875,-79.625,506,506,506,8,9
41.125,141.625,506,506,506,3,4
-65.375,139.875,506,506,506,2,2
-68.625,77.375,505,505,505,3,3
7.125,-52.875,505,505,505,1,1
48.875,-129.625,505,505,505,4,4
-43.625,147.625,504,504,504,4,4
22.125,-70.125,503,503,503,13,31
79.125,7.125,502,502,502,2,2
23.875,-81.125,501,501,501,15,29
-41.875,176.375,501,501,501,1,1
36.375,141.625,501,501,501,3,3
-63.375,-61.625,500,500,500,12,17
19.125,-67.875,500,500,500,13,23
41.875,143.625,499,499,499,3,3
41.875,143.375,499,499,499,4,4
42.125,143.625,498,498,498,4,4
8.125,-52.125,497,497,497,1,1
41.375,143.625,497,497,497,3,3
19.375,-64.875,497,497,497,12,28
22.125,-85.375,497,497,497,13,26
-14.625,121.625,497,497,497,2,2
24.125,-82.125,496,496,496,13,24
38.375,142.875,496,496,496,2,2
40.375,-70.625,495,495,495,5,8
47.875,-5.375,495,495,495,2,2
27.875,-84.875,495,495,495,2,3
19.125,-87.125,494,494,494,9,16
-65.625,120.375,494,494,494,1,1
73.625,-150.125,494,494,494,1,1
-10.875,136.875,493,493,493,1,1
55.375,-8.375,493,493,493,2,2
73.375,-150.125,493,493,493,2,2
-65.875,144.125,493,493,493,1,1
59.625,-146.125,493,493,493,3,3
40.375,-73.625,491,491,491,6,6
70.375,-145.875,490,490,490,2,2
20.125,-68.375,490,490,490,14,33
71.625,-151.625,489,489,489,2,2
-27.625,153.625,488,488,488,15,15
57.375,-135.125,488,488,488,5,5
43.875,-68.375,488,488,488,5,5
-44.375,147.375,487,487,487,4,4
22.625,-71.625,487,487,487,14,32
74.625,-135.375,487,487,487,2,2
41.625,145.375,486,486,486,4,4
74.625,18.875,486,486,486,1,1
47.125,-7.625,483,483,483,2,2
18.875,-67.125,483,483,483,13,23
47.875,-6.125,482,482,482,4,4
19.375,-68.375,482,482,482,10,23
-44.375,173.875,482,482,482,2,2
22.625,-71.875,481,481,481,14,33
20.625,-86.625,481,481,481,15,28
49.625,-5.375,480,480,480,1,1
-64.625,-66.125,480,480,480,3,3
50.375,-9.125,479,479,479,3,3
43.625,-68.875,479,479,479,5,5
18.125,-63.625,479,479,479,12,25
22.625,-78.375,479,479,479,11,26
42.125,144.125,479,479,479,4,4
23.875,-82.625,479,479,479,12,23
73.875,-150.125,479,479,479,3,3
71.875,-150.625,478,478,478,3,4
40.125,142.625,477,477,477,3,4
29.375,-87.625,477,477,477,4,7
23.125,-72.625,476,476,476,15,33
23.625,-81.875,476,476,476,14,27
48.625,-5.875,476,476,476,5,6
48.375,-5.125,476,476,476,2,2
40.875,145.625,475,475,475,2,2
21.125,-86.125,475,475,475,12,21
20.375,-73.375,475,475,475,11,24
47.125,-7.875,474,474,474,2,2
41.375,142.625,474,474,474,1,1
20.125,-84.125,473,473,473,15,29
49.375,-4.125,473,473,473,6,7
43.375,-67.875,473,473,473,4,5
28.375,-85.875,473,473,473,2,4
41.125,143.125,472,472,472,3,3
40.375,146.125,472,472,472,4,4
-65.875,145.125,472,472,472,1,1
49.875,-6.125,472,472,472,1,1
36.375,-74.875,471,471,471,8,8
42.875,144.125,471,471,471,1,1
-38.625,145.125,471,471,471,16,16
-62.375,-61.125,469,469,469,7,7
22.375,-77.875,469,469,469,11,30
-65.375,120.375,469,469,469,1,1
47.875,-5.875,468,468,468,3,3
19.125,-64.375,468,468,468,12,25
77.125,30.375,468,468,468,1,1
23.125,-71.875,468,468,468,14,33
21.375,-69.875,467,467,467,14,35
-11.875,145.375,467,467,467,1,1
41.125,-124.875,467,467,467,4,4
42.125,-67.625,466,466,466,4,5
19.875,-86.875,466,466,466,12,26
47.625,-4.625,465,465,465,3,3
58.375,-148.125,464,464,464,4,6
-65.375,119.625,464,464,464,1,1
65.375,10.375,464,464,464,1,1
-65.125,128.125,464,464,464,1,1
8.125,-53.625,464,464,464,1,1
-63.875,125.625,464,464,464,1,1
23.875,-81.375,463,463,463,13,26
72.875,-136.125,461,461,461,2,2
20.875,-74.625,461,461,461,11,30
23.875,-82.125,460,460,460,12,30
44.125,-67.625,459,459,459,3,4
18.875,-64.125,459,459,459,12,25
-66.375,143.625,459,459,459,1,1
59.125,-148.875,459,459,459,4,6
25.625,-81.375,459,459,459,7,7
23.375,-72.625,458,458,458,16,48
20.375,-85.375,458,458,458,15,28
39.125,134.875,456,456,456,1,1
42.625,144.625,454,454,454,4,4
18.125,-64.375,453,453,453,13,27
19.625,-81.875,453,453,453,14,22
56.875,-164.125,452,452,451,4,4
-27.875,154.875,452,452,452,1,1
54.625,-156.375,452,452,452,2,2
54.625,-130.875,450,450,450,7,7
72.375,-134.125,450,450,450,2,2
47.375,-3.125,450,450,450,2,2
65.625,10.625,449,449,449,2,2
-42.375,174.125,449,449,449,7,8
39.875,144.375,447,447,447,1,1
-12.375,130.625,446,446,446,3,3
55.375,-7.375,446,446,446,3,3
18.125,-63.875,445,445,445,13,25
36.125,140.875,444,444,444,2,2
41.125,-69.375,444,444,444,2,2
23.625,-73.375,444,444,444,14,30
47.875,-5.625,441,441,441,2,2
23.375,-83.625,441,441,441,14,39
34.875,140.125,440,440,440,16,31
42.875,145.625,440,440,440,3,3
-64.875,149.875,440,440,440,2,2
-65.625,144.375,439,439,439,2,2
20.125,-82.625,439,439,439,15,23
20.375,-73.125,439,439,439,11,25
19.875,-82.125,438,438,438,15,30
24.625,-79.625,437,437,437,12,30
33.625,128.375,437,437,437,1,1
-65.875,147.625,436,436,436,2,2
20.625,-67.375,436,436,436,13,33
65.625,8.875,436,436,436,3,3
20.375,-85.625,435,435,435,14,27
-38.875,178.875,435,435,435,2,2
39.375,143.375,434,434,434,4,4
38.625,-73.125,433,433,433,11,12
21.625,-68.875,433,433,433,13,33
34.625,139.625,433,433,433,21,41
53.125,-169.125,433,433,433,2,3
38.125,-74.875,432,432,432,5,6
42.375,143.625,432,432,432,4,4
36.375,140.875,432,432,432,3,3
50.375,-11.375,431,431,431,2,2
26.625,-82.625,431,431,431,6,6
26.625,-79.375,430,430,430,8,10
56.625,17.375,430,430,430,18,24
-62.125,-58.625,430,430,430,2,2
31.875,127.625,429,429,429,2,2
24.875,-83.875,429,429,429,1,1
-64.375,-62.875,428,428,428,2,2
20.125,-72.875,427,427,427,11,24
37.625,142.125,427,427,427,4,4
49.125,-123.625,427,427,427,7,7
-41.875,176.125,427,427,427,1,1
-64.625,114.125,427,427,427,1,1
24.125,-79.375,426,426,426,11,27
69.125,14.125,426,426,426,3,3
72.375,-140.125,426,426,426,1,1
42.875,144.375,426,426,426,3,3
20.875,-74.125,425,425,425,13,32
50.125,171.875,425,425,425,1,1
23.375,-79.125,425,425,425,11,24
71.375,-152.125,425,425,425,2,2
-41.875,175.375,425,425,425,10,11
49.375,-4.375,424,424,424,7,8
23.625,-79.125,424,424,424,11,24
8.125,-53.375,423,423,423,2,2
24.625,-81.375,423,423,423,8,8
40.125,-70.625,422,422,422,5,7
19.375,-68.625,421,421,421,10,17
20.625,-73.625,421,421,421,10,27
-64.125,141.625,421,421,421,1,1
80.125,29.625,420,420,420,1,1
69.375,-100.125,420,420,420,2,2
50.625,-11.125,419,419,419,2,2
21.375,-68.375,419,419,419,13,33
70.625,-149.625,418,418,418,2,2
34.875,-75.375,418,418,418,6,8
41.875,143.125,418,418,418,3,3
-22.375,40.375,417,417,417,1,1
59.875,-145.875,416,416,416,2,2
-26.125,153.625,416,416,416,4,4
-63.875,125.375,416,416,416,1,1
19.375,-65.125,416,416,416,13,32
59.625,-149.125,415,415,415,6,8
24.375,-82.125,415,415,415,14,26
42.125,-65.875,415,415,415,3,5
49.875,-5.625,413,413,413,2,2
20.125,-71.625,413,413,413,10,18
-64.375,115.375,413,413,413,1,1
47.375,-7.125,412,412,412,2,2
61.625,-69.875,412,412,412,1,1
-65.625,147.375,411,411,411,1,1
21.875,-85.125,411,411,411,13,29
35.125,-75.125,410,410,410,6,6
-64.125,125.875,409,409,409,1,1
51.625,1.875,409,409,409,1,1
51.125,-9.875,409,409,409,4,5
-62.875,-61.875,409,409,409,13,18
20.125,-71.375,408,408,408,10,18
-45.375,144.375,408,408,408,5,5
-37.875,-57.375,408,408,408,1,1
10.875,-57.625,408,408,408,1,1
29.875,-88.375,408,408,408,4,8
24.625,-83.625,407,407,407,1,1
23.125,-78.875,407,407,407,11,23
21.875,-85.625,406,406,406,13,25
13.125,-59.625,406,406,406,2,3
24.375,-79.625,406,406,406,11,23
-54.125,-65.625,406,406,406,10,17
-66.375,144.375,406,406,406,1,1
39.375,-72.375,405,405,405,6,6
46.875,-9.875,405,405,405,3,3
72.875,-135.875,404,404,404,2,2
43.125,145.375,403,403,403,2,2
20.625,-69.125,403,403,403,14,33
72.875,-139.875,403,403,403,1,1
-25.875,153.375,401,401,401,13,13
41.125,-124.625,401,401,401,2,2
59.375,-149.125,401,401,401,4,6
21.125,-74.875,401,401,401,11,26
-41.625,176.625,400,400,400,1,1
-47.125,172.125,400,400,400,1,1
74.375,-135.375,400,400,400,2,2
19.875,-70.125,400,400,400,10,18
-53.875,-66.125,400,400,400,10,17
-66.125,-66.375,399,399,399,5,5
21.375,-75.375,398,398,398,11,23
-55.125,-64.875,397,397,397,10,17
43.125,145.875,397,397,397,1,1
54.125,-155.875,397,397,397,2,2
20.125,-71.125,396,396,396,10,18
-34.625,113.375,396,396,396,1,1
7.875,-55.125,396,396,396,1,1
25.125,-81.125,396,396,396,8,8
-65.125,118.125,396,396,396,1,1
19.625,-82.125,396,396,396,14,25
20.875,-86.375,395,395,395,13,22
40.125,-71.125,395,395,395,3,4
51.625,-8.125,395,395,395,6,7
41.125,-71.125,395,395,395,9,13
50.375,-8.125,394,394,394,1,1
40.875,-67.625,394,394,394,2,2
30.125,-88.375,393,393,393,4,6
70.375,-122.125,393,393,393,3,3
72.125,-140.125,392,392,392,1,1
10.875,-57.875,392,392,392,1,1
74.875,15.625,392,392,392,3,3
72.125,-150.125,392,392,392,2,2
54.875,-153.875,392,392,392,3,3
34.125,137.625,391,390,391,7,12
60.375,-172.625,391,391,391,1,1
17.875,-63.375,390,390,390,9,11
31.875,134.125,390,390,390,1,1
-56.125,-64.625,390,390,390,10,14
60.375,-172.375,389,389,389,1,1
22.625,-71.125,389,389,389,14,32
-54.625,-64.875,389,389,389,11,20
-46.875,172.625,389,389,389,1,1
39.625,142.875,388,388,388,5,5
41.875,142.625,388,388,388,2,3
72.625,-140.125,388,388,388,1,1
31.375,132.375,388,388,388,2,2
73.625,-149.875,388,388,388,1,1
-13.875,122.125,387,387,387,2,2
41.375,-71.125,387,387,387,6,12
-64.875,125.875,387,387,387,1,1
68.875,-105.375,387,387,387,2,2
8.125,-53.125,387,387,387,1,1
46.625,-10.625,386,386,386,3,3
-21.875,111.875,386,386,386,1,1
8.375,-52.375,386,386,386,1,1
-42.125,174.125,386,386,386,5,6
47.125,-9.125,385,385,385,5,5
18.875,-66.375,385,385,385,15,34
42.125,-70.375,384,384,384,6,7
24.125,-81.625,384,384,384,13,31
41.125,145.875,383,383,383,3,3
-64.875,143.375,383,383,383,1,1
24.375,-80.375,382,382,382,12,19
24.875,-81.125,382,382,382,8,8
18.125,-63.125,381,381,381,12,18
54.875,-156.625,381,381,381,3,3
19.375,-67.125,380,380,380,14,31
24.375,-83.375,380,380,380,1,1
51.375,1.625,380,380,380,1,1
-62.125,-62.625,380,380,380,12,15
-44.875,145.375,380,380,380,6,7
42.125,-69.875,380,380,380,6,6
-68.375,-77.875,380,380,380,2,2
18.625,-87.625,380,380,380,13,32
61.375,-1.625,379,379,379,3,3
51.125,-10.375,379,379,379,4,5
39.625,-73.125,379,379,379,5,7
20.875,-83.875,379,379,379,13,20
40.125,-70.375,378,378,378,4,4
-41.375,174.625,378,378,378,6,8
40.625,-124.625,377,377,377,2,2
51.375,-8.375,377,377,377,6,7
49.375,-4.625,377,377,377,4,5
-55.375,-64.875,376,376,376,10,16
23.875,-79.375,376,376,376,11,24
39.875,142.625,376,376,376,5,5
-53.625,-66.625,376,376,376,10,17
20.625,-74.125,376,376,376,13,30
49.125,-6.875,376,376,376,1,1
24.125,-80.625,375,375,375,13,25
59.375,-148.625,375,375,375,2,2
-55.875,-64.625,375,375,375,11,18
-73.625,-103.125,375,375,375,2,2
45.125,143.125,375,375,375,2,2
20.625,-83.375,375,375,375,13,20
38.375,142.375,374,374,374,3,4
70.375,-122.375,374,374,374,2,2
-67.875,-69.875,374,374,374,4,5
40.875,-70.625,374,374,374,6,12
50.375,-8.375,372,372,372,1,1
39.875,143.125,372,372,372,6,6
49.375,-4.875,372,372,372,3,4
57.625,-151.875,372,372,372,6,7
60.875,-65.875,372,372,372,1,1
54.125,-160.375,371,371,371,7,7
-63.875,125.875,370,370,370,1,1
70.625,-123.875,370,370,370,3,3
31.375,132.125,370,370,370,2,2
72.875,-140.125,370,370,370,1,1
45.125,142.625,370,370,370,2,2
-62.375,-60.875,369,369,369,6,6
56.875,18.125,369,369,369,18,19
-65.625,148.125,369,369,369,1,1
26.125,-82.125,369,369,369,6,6
39.125,-70.125,369,369,369,1,1
20.875,-67.875,368,368,368,13,33
21.875,-70.875,368,368,368,14,32
43.375,140.375,368,368,368,2,2
-65.875,149.875,368,368,368,2,2
51.125,-9.375,368,368,368,4,4
31.625,129.125,367,367,367,4,4
-65.125,120.375,367,367,367,2,2
52.125,-14.875,367,367,367,2,2
20.625,-85.875,366,366,366,15,28
77.375,24.375,366,366,366,1,1
-53.125,-67.375,365,365,365,10,14
48.125,-125.625,365,365,365,2,2
29.125,-87.375,364,364,364,4,4
45.875,-128.875,363,363,353,5,6
19.875,-65.625,363,363,363,13,32
24.125,-81.375,363,363,363,13,27
19.375,-67.375,362,362,362,14,33
-72.375,-104.125,362,362,362,1,1
19.625,-69.625,362,362,362,13,24
-26.125,153.375,362,362,362,14,14
25.125,-79.875,362,362,362,14,20
51.375,3.625,362,362,362,4,4
-43.125,173.625,362,362,362,10,12
-45.625,177.125,361,361,361,2,2
38.375,143.375,361,361,361,3,3
70.625,-123.125,361,361,361,3,3
65.625,9.625,361,361,361,2,2
79.875,31.625,361,361,361,1,1
23.375,-82.625,360,360,360,13,25
23.875,-82.375,360,360,360,13,32
48.125,-5.125,360,360,360,2,2
22.875,-78.875,359,359,359,11,26
40.875,142.875,359,359,359,7,7
39.375,-127.125,358,358,358,3,3
42.125,-66.875,358,358,358,2,3
-12.125,130.375,358,358,358,3,3
27.625,-83.125,358,358,358,4,5
53.875,-159.875,358,358,358,2,2
19.875,-70.375,358,358,358,10,18
-63.125,125.875,357,357,357,1,1
38.375,-73.625,357,357,357,5,6
43.125,-70.375,357,357,357,8,8
7.875,-52.625,356,356,356,2,2
21.625,-76.625,356,356,356,11,29
18.625,-66.625,356,356,356,11,23
47.625,-6.375,356,356,356,3,3
-11.625,47.375,356,356,356,1,1
39.125,-72.875,355,355,355,7,7
24.625,-79.875,355,355,355,12,19
40.125,-73.125,354,354,354,5,6
57.375,-155.125,354,354,354,7,9
70.625,-124.125,353,353,353,3,3
-62.875,-62.125,353,353,353,12,16
79.875,30.375,352,352,352,1,1
-43.625,174.375,352,352,352,3,3
73.625,-134.375,352,352,352,2,2
22.875,-83.875,352,352,352,13,22
20.875,-69.125,351,351,351,14,36
19.875,-70.625,351,351,351,10,18
40.875,-71.375,351,351,351,7,9
21.375,-84.625,350,350,350,13,20
55.125,-154.125,350,350,350,3,3
41.875,139.875,350,350,350,2,2
-44.375,148.625,350,350,350,5,5
-53.375,-66.875,350,350,350,10,17
-66.875,-67.625,350,350,350,2,2
-17.125,42.625,350,350,350,1,1
37.625,141.375,349,349,349,6,6
40.625,-69.625,349,349,349,5,8
49.125,-7.125,349,349,349,1,1
49.375,-13.125,349,349,349,3,3
-56.875,-64.375,349,349,349,10,13
50.875,-10.375,348,348,348,1,1
54.875,-160.625,348,348,348,2,2
49.125,-13.625,348,348,348,1,1
-35.375,-53.375,348,348,348,1,1
22.125,-70.875,347,347,347,14,34
59.125,-146.125,347,347,347,2,2
49.875,-6.375,347,347,347,1,1
-41.875,174.375,346,346,346,6,7
55.375,-154.375,346,346,346,4,4
34.875,139.625,345,345,345,20,30
40.875,-71.875,345,345,345,5,7
42.375,139.625,344,344,344,3,3
70.625,-123.625,344,344,344,3,3
19.125,-67.625,344,344,344,13,24
39.875,-70.375,344,344,344,3,4
-65.875,146.875,343,343,343,2,2
38.625,-73.375,343,343,343,5,7
29.625,-87.875,343,343,343,4,7
20.125,-68.125,342,342,342,13,30
19.875,-69.875,342,342,342,13,24
-38.375,144.625,342,342,342,14,14
-44.375,147.125,342,342,342,2,2
-43.625,147.375,342,342,342,8,9
51.375,-6.625,342,342,342,1,1
49.875,-5.125,342,342,342,2,2
-63.125,-60.625,341,341,341,3,3
-61.125,-62.875,341,341,341,10,13
41.125,140.125,341,341,341,1,1
19.625,-82.375,341,341,341,11,19
78.875,7.125,340,340,340,2,2
19.375,-81.375,340,340,340,14,24
-3.125,152.875,340,340,340,20,27
40.375,-70.375,339,339,339,5,5
-64.875,120.375,339,339,339,1,1
47.375,-124.875,339,339,339,3,3
39.625,-73.875,339,339,339,9,11
11.125,-59.125,338,338,338,1,1
-60.625,-63.125,338,338,338,11,14
-36.625,174.875,338,338,338,13,13
-57.625,-64.125,338,338,338,9,13
37.375,141.625,338,338,338,4,5
-54.375,-65.375,337,337,337,10,18
59.875,-147.875,337,337,337,5,5
37.875,-75.125,337,337,337,4,5
51.375,-11.625,336,336,336,3,3
29.125,-85.875,336,336,336,2,4
-41.875,175.125,335,335,335,8,10
22.875,-78.625,335,335,335,11,25
37.375,-75.375,334,334,334,4,5
30.125,130.625,334,334,334,8,8
20.375,-83.125,333,333,333,13,20
-66.375,143.875,333,333,333,1,1
50.125,-4.625,332,332,332,1,1
-61.875,-62.625,332,332,332,9,12
-61.375,-62.875,332,332,332,9,12
28.625,-86.125,332,332,332,2,4
-42.625,177.125,332,332,332,3,3
18.875,-75.375,331,331,331,1,1
20.125,-84.375,331,331,331,14,25
19.625,-82.875,331,331,331,11,19
68.375,-113.375,331,331,331,3,3
39.375,-73.875,331,331,331,4,5
46.125,-124.375,331,331,331,4,5
7.625,-51.125,331,331,331,1,1
39.125,-74.375,330,330,330,3,4
40.375,145.875,330,330,330,3,3
73.625,-143.125,330,330,330,1,1
10.625,-58.375,330,330,330,1,1
22.875,-84.625,330,330,330,13,22
18.875,-67.375,330,330,330,12,22
39.875,135.875,329,329,329,1,1
31.875,133.875,329,329,329,2,2
-31.875,115.375,329,329,329,4,4
-44.875,174.125,329,329,329,2,2
36.625,-75.625,329,329,329,6,6
19.625,-82.625,329,329,329,11,19
38.875,142.375,328,328,328,2,2
-46.625,170.125,328,328,328,2,2
34.875,139.875,328,328,328,13,22
-41.375,176.125,327,327,327,12,13
56.625,-152.625,327,327,327,3,5
-24.625,110.125,327,327,327,1,1
-38.875,145.625,327,327,327,16,16
-41.375,176.375,327,327,327,1,1
57.875,-154.625,326,326,326,2,3
-38.875,145.375,326,326,326,16,16
27.625,-84.375,326,326,326,2,2
44.625,-125.375,326,326,326,3,4
39.375,-73.625,326,326,326,9,12
22.375,-70.625,326,326,326,13,30
40.875,-70.375,326,326,326,6,11
-64.375,-61.875,325,325,325,12,19
22.375,-71.625,325,325,325,13,29
80.125,30.375,325,325,325,1,1
25.375,-82.125,325,325,325,7,7
20.125,-82.875,324,324,324,15,27
56.875,-152.625,324,324,324,4,7
49.875,-134.375,324,324,324,3,3
23.125,-83.375,323,323,323,14,31
10.625,-58.125,323,323,323,1,1
41.375,-69.375,322,322,322,3,3
35.125,-75.375,322,322,322,4,5
49.375,-7.625,322,322,322,1,1
19.625,-69.125,322,322,322,10,17
-43.375,148.375,322,322,322,2,2
65.625,-168.375,321,321,321,8,11
-2.875,152.875,321,321,321,21,29
50.625,-1.625,321,321,321,1,1
-65.375,118.875,321,321,321,1,1
28.875,-87.875,321,321,321,2,2
40.625,-69.375,321,321,321,5,9
29.875,-88.125,321,321,321,4,7
53.875,-155.625,320,320,320,2,2
24.625,-80.125,320,320,320,14,40
58.875,-151.125,319,319,319,6,6
73.625,-143.625,318,318,318,2,2
-73.875,-103.125,318,318,318,4,4
-63.625,128.375,318,318,318,1,1
28.125,-85.375,317,317,317,2,4
41.125,-70.625,317,317,317,6,10
49.125,-7.375,317,317,317,1,1
18.875,-65.875,316,316,316,5,6
44.625,143.375,316,316,316,2,2
41.125,-70.875,316,316,316,6,11
25.125,-81.375,316,316,316,8,8
-59.375,-63.625,315,315,315,11,14
-43.125,175.875,315,315,315,1,1
25.375,-81.625,315,315,315,7,7
19.625,-65.125,314,314,314,13,33
41.375,139.875,314,314,314,3,3
27.625,-84.625,314,314,314,2,3
-63.125,-61.375,313,313,313,5,5
35.375,-74.875,313,313,313,5,6
59.625,24.625,312,312,312,8,10
61.375,2.875,311,311,311,2,2
39.875,146.125,311,311,311,4,4
26.875,-79.125,311,311,311,8,9
-54.375,-65.125,311,311,311,10,18
-2.375,152.625,311,311,311,19,25
-60.375,-63.125,311,311,311,10,13
52.125,-15.125,311,311,311,2,2
-40.625,177.125,310,310,310,2,2
54.375,-156.125,310,310,310,1,1
54.625,-160.625,310,310,310,3,4
58.625,-148.125,310,310,310,4,6
-57.125,-64.375,309,309,309,10,13
42.375,-70.375,309,309,309,4,6
66.875,10.375,309,309,309,3,3
-39.125,146.875,309,309,309,16,16
26.875,-80.125,308,308,308,7,8
54.375,-165.375,308,308,308,7,8
72.375,-147.125,308,308,308,2,2
36.625,-74.625,308,308,308,5,5
54.625,-153.375,308,308,308,3,3
17.625,-63.125,308,308,308,7,9
-26.625,153.125,307,307,307,12,15
47.875,-4.625,307,307,307,3,3
66.375,10.125,307,307,307,2,2
61.125,-69.625,307,307,307,1,1
-46.875,169.875,307,307,307,1,1
33.875,-75.875,306,306,306,1,1
-37.375,177.125,306,306,306,1,1
42.625,-70.625,306,306,306,2,2
40.875,143.125,306,306,306,8,8
-13.875,146.125,306,306,306,2,2
-68.375,11.375,305,305,305,1,1
39.875,-71.625,305,305,305,3,4
23.875,-81.875,305,305,305,12,25
42.125,-70.125,305,305,305,5,6
57.875,-154.375,305,305,305,4,5
-56.375,-64.625,304,304,304,10,13
21.125,-84.375,304,304,304,13,20
34.625,138.625,304,304,304,9,10
22.875,-72.375,304,304,304,13,21
-63.875,-61.375,304,304,304,12,20
55.625,-156.625,303,303,303,4,5
-43.875,148.125,303,303,303,6,6
57.125,-152.375,302,302,302,5,7
-58.375,-63.875,302,302,302,9,12
29.625,-88.125,302,302,302,4,8
-43.625,174.875,302,302,302,2,2
70.375,-97.875,302,302,302,1,1
39.125,143.375,301,301,301,3,3
40.875,-71.625,301,301,301,7,9
-14.125,122.125,301,301,301,2,2
40.625,-70.875,300,300,300,6,8
38.875,-72.875,300,300,300,7,7
-64.625,128.375,300,300,300,1,1
73.125,-144.375,300,300,300,1,1
44.375,144.375,300,300,300,2,2
25.125,-81.625,299,299,299,8,8
-66.125,-67.375,299,299,299,4,5
-10.875,132.625,299,299,299,2,2
-62.625,-62.375,299,299,299,13,16
66.375,-168.375,299,299,299,9,12
19.875,-68.125,299,299,299,14,31
-55.625,-64.875,299,299,299,11,14
26.375,-80.125,298,298,298,7,8
20.125,-84.625,298,298,298,11,19
70.375,-121.875,298,298,298,3,3
54.125,-160.125,298,298,298,6,6
51.125,-9.125,297,297,297,3,3
-44.125,174.125,297,297,297,3,3
42.875,138.375,297,297,297,1,1
24.375,-82.375,297,297,297,4,4
38.375,-74.875,297,297,297,5,6
-40.625,177.625,296,296,296,1,1
74.875,17.625,296,296,296,1,1
75.125,12.125,296,296,296,2,2
40.625,-67.375,296,296,296,3,3
70.625,-123.375,296,296,296,3,3
78.875,6.375,296,296,296,2,2
37.125,-74.625,296,296,296,3,3
36.875,-74.625,296,296,296,4,4
39.875,-70.625,296,296,296,3,5
-60.875,-63.125,295,295,295,10,13
-65.625,145.125,295,295,295,1,1
24.875,-80.875,295,295,295,10,10
-43.125,174.375,295,295,295,3,3
47.125,-124.875,295,295,295,3,3
31.625,133.625,295,295,295,2,2
25.125,-82.125,295,295,295,6,6
36.125,132.375,295,295,295,1,1
-63.875,-57.625,294,294,294,1,1
-66.625,-72.625,294,294,294,2,2
23.375,-73.125,294,294,294,14,25
-38.875,145.125,294,294,294,7,7
51.375,-8.625,293,293,293,9,10
51.875,2.625,293,293,293,6,6
40.375,145.125,293,293,293,3,4
79.125,3.375,293,293,293,1,1
27.375,-84.625,293,293,293,2,2
-63.375,139.875,292,292,292,1,1
72.375,-133.875,292,292,292,2,2
22.625,-77.875,292,292,292,10,20
38.625,-74.875,292,292,292,5,5
-63.125,128.375,292,292,292,1,1
-40.125,177.125,292,292,292,13,14
72.625,-149.875,292,292,292,2,2
69.125,16.625,292,292,292,1,1
74.875,14.875,291,291,291,3,3
23.875,-81.625,291,291,291,11,23
39.875,-71.875,291,291,291,4,5
32.625,-76.125,291,291,291,1,1
-45.875,150.375,291,291,291,1,1
-59.625,-63.375,291,291,291,10,13
-13.625,121.875,291,291,291,1,1
-45.875,150.125,290,290,290,5,5
-43.625,147.125,290,290,290,5,6
-49.375,167.375,290,290,290,1,1
-62.375,-62.375,290,290,290,13,16
-44.125,147.125,289,289,289,2,2
47.125,-127.625,289,289,289,2,2
39.375,134.875,289,289,289,1,1
-72.625,-104.375,288,288,288,3,3
41.625,139.875,288,288,288,3,3
