LAT,LON,total_fCO2_obs,total_SST_obs,total_salinity_obs,months_with_data,total_cruises
45.875,-124.875,36,36,36,2,2
45.875,-127.875,36,36,36,3,3
39.875,-11.125,36,36,36,1,1
57.125,-167.625,36,36,36,3,3
23.625,-73.625,36,36,36,5,5
-72.375,-105.375,36,36,36,1,1
13.625,-71.875,36,36,36,3,3
50.875,-15.375,36,36,36,1,1
28.625,-80.375,36,36,36,1,1
67.625,13.375,36,36,36,1,1
47.375,-6.625,36,36,36,2,2
72.625,14.875,36,36,36,1,1
72.625,12.375,36,36,36,2,2
-59.125,-60.375,36,36,36,1,1
45.375,-12.625,36,36,36,3,3
58.375,-146.625,36,36,36,1,1
68.125,5.125,36,36,36,1,1
61.125,-1.875,36,36,36,1,1
44.625,-59.875,36,36,36,1,1
-67.375,62.875,36,36,36,1,1
45.125,-50.875,36,36,36,1,1
73.375,-166.125,36,36,36,1,1
-61.375,-64.375,36,36,36,2,2
76.375,6.125,36,36,36,1,1
57.375,-9.625,36,36,36,2,2
21.625,-76.875,36,36,36,4,5
-12.875,145.625,36,36,36,1,1
39.375,-69.625,36,36,36,1,2
30.375,-14.125,36,36,36,1,1
70.875,-162.625,36,36,36,4,4
35.125,-72.875,36,36,36,1,1
18.875,-105.625,36,36,36,7,8
74.875,7.875,36,36,36,1,1
49.125,-12.875,36,36,36,2,2
50.625,-135.875,36,36,36,3,3
71.375,-164.875,36,36,36,3,4
57.625,-150.875,36,36,36,3,3
33.125,-77.875,36,36,36,2,2
28.125,-80.125,36,36,36,1,1
43.375,-129.375,36,36,36,1,1
-68.375,7.625,36,36,36,1,1
-19.875,152.125,36,36,36,1,1
48.375,-6.625,36,36,36,2,2
44.875,-55.375,36,36,36,1,1
-65.375,111.125,36,36,36,1,1
-64.875,121.375,36,36,36,1,1
-64.875,124.125,36,36,36,1,1
46.375,-5.875,36,36,36,1,1
46.625,-9.625,36,36,36,3,3
45.125,-52.125,36,36,36,1,1
66.375,6.625,36,36,36,2,2
72.125,-161.625,36,36,36,3,3
-64.125,115.125,36,36,36,1,1
67.625,10.375,36,36,36,1,1
-33.375,113.875,36,36,36,1,1
37.875,-70.625,36,36,36,1,1
-10.125,-33.375,36,36,36,1,1
-65.375,113.875,36,36,36,1,1
-66.625,-68.125,36,36,36,3,3
76.875,31.875,36,36,36,1,1
32.125,137.125,36,36,36,7,8
10.375,-88.625,36,36,36,1,1
-13.125,-35.875,36,36,36,3,4
52.625,-13.625,36,36,36,2,2
76.125,4.625,36,36,36,1,1
18.375,-79.375,36,36,36,2,2
-38.625,149.125,36,36,36,12,12
-60.625,-65.375,36,36,36,2,2
63.625,-11.625,36,36,36,1,1
43.375,7.875,36,36,36,1,1
58.125,-9.125,36,36,36,1,1
75.125,6.125,36,36,36,1,1
35.875,-6.625,36,36,36,2,2
-48.625,-61.375,36,36,36,1,1
55.125,-166.125,36,36,36,3,4
-18.125,121.625,36,36,36,1,1
-44.875,149.875,36,36,36,2,2
-66.375,65.625,36,36,36,1,1
70.375,15.125,36,36,36,2,2
71.625,-152.375,35,35,35,1,1
72.875,15.375,35,35,35,3,3
6.875,-83.625,35,35,35,1,1
6.625,-84.625,35,35,35,1,1
-18.125,148.625,35,35,35,1,1
75.625,-6.625,35,35,35,1,1
-66.125,-70.625,35,35,35,2,2
76.125,7.125,35,35,35,1,1
42.875,-67.875,35,35,35,1,1
46.375,-3.625,35,35,35,1,1
-67.875,75.375,35,35,35,1,1
-67.875,74.875,35,35,35,1,1
76.625,32.375,35,35,35,1,1
-68.125,-68.375,35,35,35,2,2
-73.375,-106.625,35,35,35,2,2
-30.125,14.625,35,35,35,1,1
55.625,-155.125,35,35,35,4,4
-64.375,144.875,35,35,35,1,1
-43.375,-64.125,35,35,35,1,1
65.375,10.625,35,35,35,1,1
50.625,-13.375,35,35,35,1,2
-55.375,-62.125,35,35,35,1,1
34.375,139.625,35,35,35,7,10
27.375,-14.625,35,35,35,1,1
41.375,142.375,35,35,35,1,1
-62.625,114.375,35,35,35,1,1
64.875,5.125,35,35,35,2,2
-67.125,2.625,35,35,35,1,1
72.125,-163.375,35,35,35,4,4
-43.625,145.875,35,35,35,1,1
-64.375,82.875,35,35,35,1,1
71.125,19.125,35,35,35,1,1
-71.375,-82.625,35,35,35,1,1
55.625,-166.125,35,35,35,2,2
-16.875,146.125,35,35,35,1,1
-16.125,146.125,35,35,35,1,1
76.625,13.625,35,35,35,2,2
51.375,-133.125,35,35,35,2,2
44.625,-54.125,35,35,35,1,1
-44.125,149.375,35,35,35,1,1
-64.375,116.375,35,35,35,1,1
-13.375,124.375,35,35,35,2,2
70.625,21.375,35,35,35,1,1
36.125,-4.125,35,35,35,2,2
-32.125,113.625,35,35,35,1,1
-68.375,31.625,35,35,35,1,1
59.375,-141.125,35,35,35,1,1
-44.625,172.875,35,35,35,1,1
72.375,16.375,35,35,35,2,2
-64.625,117.125,35,35,35,1,1
70.625,7.875,35,35,35,1,1
42.625,-127.625,35,35,35,3,3
57.875,-139.625,35,35,35,2,2
52.125,-137.125,35,35,35,2,2
51.125,-132.625,35,35,35,2,2
55.125,-151.875,35,35,35,2,2
55.125,-154.375,35,35,35,2,2
60.125,-5.375,35,35,35,1,1
30.875,-12.875,35,35,35,1,1
56.125,-134.125,35,35,35,3,3
-26.375,110.125,35,35,35,1,1
72.875,-160.125,35,35,35,3,3
-33.625,113.625,35,35,35,1,1
-33.125,17.625,35,35,35,2,2
-46.125,170.375,35,35,35,1,1
-67.125,75.625,35,35,35,1,1
-70.625,-83.375,35,35,35,1,1
30.625,-119.125,35,35,35,2,2
59.875,-146.375,35,35,35,2,2
-20.875,111.625,35,35,35,1,1
7.375,-50.625,35,35,35,1,1
70.375,-163.875,35,35,35,4,5
-43.875,148.625,35,35,35,1,1
55.875,-140.875,35,35,35,1,2
72.375,-161.875,35,35,35,4,5
37.625,-70.625,35,35,35,2,2
55.375,-9.125,35,35,35,2,2
60.875,-2.875,35,35,35,1,1
38.625,2.375,35,35,35,1,1
56.375,-150.875,35,35,35,2,2
-39.125,145.625,35,35,35,12,12
64.125,-0.375,35,35,35,1,1
58.875,-166.625,35,35,35,2,2
63.625,1.625,35,35,35,2,2
71.875,28.875,35,35,35,2,2
71.375,-164.125,35,35,35,2,2
-63.875,-66.625,35,35,35,1,1
-63.875,-67.125,35,35,35,2,2
-68.375,-75.875,35,35,35,3,3
7.125,-53.125,35,35,35,1,1
-5.375,-32.125,35,35,35,4,4
-14.125,121.875,35,35,35,2,2
-14.875,145.875,35,35,35,1,1
71.875,-160.625,35,35,35,4,4
44.625,-55.625,35,35,35,1,1
-11.875,-33.625,35,35,35,1,1
71.625,18.375,35,35,35,1,1
62.125,19.625,35,35,35,3,4
55.125,-131.875,35,35,35,2,2
-27.875,113.625,35,35,35,1,1
-38.875,-54.625,35,35,35,1,1
20.375,-83.375,35,35,35,10,16
61.125,-0.625,35,35,35,1,1
44.875,-53.625,35,35,35,1,1
55.875,-151.125,35,35,35,2,2
-68.625,-79.875,35,35,35,2,2
-61.125,-64.625,35,35,35,2,2
-71.625,-107.375,35,35,35,2,2
-34.875,169.125,35,35,35,9,9
57.375,-168.375,35,35,35,2,2
40.625,-125.375,35,35,35,2,2
-66.625,64.625,35,35,35,1,1
55.375,-138.125,35,35,35,1,1
44.625,-54.375,35,35,35,1,1
55.125,-166.625,35,35,35,2,2
22.625,-112.375,35,35,35,1,1
62.625,19.875,35,35,35,3,4
50.875,-15.125,35,35,35,1,1
-70.375,-107.125,35,35,35,1,1
64.625,-12.875,35,35,35,1,1
52.625,-12.625,35,35,35,1,2
-32.875,17.125,35,35,35,2,2
41.375,-126.375,35,35,35,1,1
17.875,-74.375,35,35,35,2,2
37.125,-73.375,35,35,35,1,1
65.375,5.125,35,35,35,1,1
-10.875,133.625,35,35,35,1,1
62.625,-167.375,35,35,35,3,3
33.875,141.625,35,35,35,2,2
71.625,11.625,35,35,35,2,2
-9.875,-33.375,35,35,35,1,1
-9.375,-33.375,35,35,35,1,1
63.625,-166.375,35,35,35,2,2
40.125,136.125,35,35,35,2,2
75.125,7.625,35,35,35,1,1
-62.125,-59.875,35,35,35,2,2
70.375,15.625,35,35,35,2,2
67.625,12.125,35,35,35,2,2
64.625,0.875,34,34,34,2,2
50.375,-134.125,34,34,34,2,2
24.875,-79.375,34,34,34,1,1
-36.375,-54.875,34,34,34,1,1
-36.375,-53.875,34,34,34,1,1
-36.375,-53.625,34,34,34,1,1
56.875,-149.875,34,34,34,2,2
43.375,-8.875,34,34,34,1,1
50.125,-134.625,34,34,34,2,2
77.625,34.875,34,34,34,1,1
-62.875,112.625,34,34,34,1,1
51.125,-11.875,34,34,34,1,1
51.125,-13.125,34,34,34,1,1
72.125,16.125,34,34,34,3,3
43.875,-128.125,34,34,34,2,2
51.125,-14.125,34,34,34,2,2
-63.625,88.375,34,34,34,1,1
-52.375,-63.375,34,34,34,1,1
75.375,28.875,34,34,34,2,2
75.375,31.625,34,34,34,1,1
46.625,-126.625,34,34,34,2,2
71.625,-158.375,34,34,34,2,3
61.125,-1.125,34,34,34,2,2
75.375,35.125,34,34,34,1,1
-65.125,124.125,34,34,34,1,1
44.625,-58.875,34,34,34,1,1
44.625,-56.375,34,34,34,1,1
44.625,-56.125,34,34,34,1,1
53.625,-159.375,34,34,34,2,2
39.625,-124.875,34,34,34,2,2
45.375,-48.625,34,34,34,1,1
31.125,137.375,34,34,34,2,2
72.625,13.875,34,34,34,2,2
27.875,-80.125,34,34,34,1,1
33.625,141.875,34,34,34,3,3
-10.875,138.125,34,34,34,1,1
-47.125,-63.875,34,34,34,1,1
54.875,175.375,34,34,34,1,1
75.625,7.625,34,34,34,2,2
57.875,-169.375,34,34,34,1,1
31.875,-121.875,34,34,34,3,3
9.875,-86.625,34,34,34,1,1
-63.125,-58.875,34,34,34,2,2
42.625,-66.375,34,34,34,1,1
49.875,-11.375,34,34,34,2,2
52.375,-170.625,34,34,34,1,2
-10.875,139.375,34,34,34,1,1
-10.875,145.125,34,34,34,1,1
27.375,-80.125,34,34,34,1,1
27.125,-15.875,34,34,34,1,1
-64.625,81.125,34,34,34,1,1
-19.125,150.375,34,34,34,1,1
36.375,-8.125,34,34,34,3,3
26.375,-84.375,34,34,34,1,1
-65.375,149.125,34,34,34,1,1
20.625,-18.375,34,34,34,2,2
50.875,-136.125,34,34,34,2,2
-46.875,169.125,34,34,34,1,1
-68.125,5.875,34,34,34,1,1
44.625,-55.375,34,34,34,1,1
57.875,-166.875,34,34,34,4,4
70.625,30.375,34,34,34,2,2
71.125,-148.625,34,34,34,1,1
-46.625,-65.375,34,34,34,1,1
33.125,-78.375,34,34,34,1,1
66.625,-12.875,34,34,34,1,1
-70.875,-103.125,34,34,34,2,2
23.125,-79.375,34,34,34,2,2
69.625,7.625,34,34,34,1,1
71.375,-164.375,34,34,34,4,5
-61.125,-64.875,34,34,34,2,2
-48.875,-63.875,34,34,34,1,1
34.375,130.625,34,34,34,1,1
21.875,-71.375,34,34,34,6,6
44.875,-57.125,34,34,34,1,1
-47.125,-65.375,34,34,34,1,1
64.125,-166.625,34,34,34,2,2
64.125,-166.125,34,34,34,2,2
-39.125,178.375,34,34,34,2,2
73.375,23.125,34,34,34,1,1
77.875,31.375,34,34,34,1,1
-27.125,110.125,34,34,34,1,1
21.375,-69.375,34,34,34,5,6
62.875,-1.875,34,34,34,1,1
57.125,-150.375,34,34,34,3,3
57.125,-150.125,34,34,34,3,3
42.125,-69.125,34,34,34,2,2
-67.875,-70.875,34,34,34,2,3
57.125,-164.625,34,34,34,2,2
74.625,21.125,34,34,34,1,1
59.625,-7.125,34,34,34,1,1
44.625,-52.875,34,34,34,1,1
44.625,-52.375,34,34,34,1,1
25.875,-76.875,34,34,34,2,2
30.875,-12.625,34,34,34,1,1
58.625,-145.875,34,34,34,2,2
-46.875,146.875,34,34,34,1,1
71.375,16.125,34,34,34,3,3
43.625,-128.875,34,34,34,1,1
-44.875,-64.125,34,34,34,1,1
-45.125,-64.125,34,34,34,1,1
-63.875,110.375,34,34,34,1,1
54.375,-159.625,34,34,34,3,3
56.875,-167.625,34,34,34,4,4
49.875,-134.125,34,34,34,2,2
-62.625,-56.375,34,34,34,2,2
22.125,-71.625,34,34,34,6,6
-29.625,14.125,34,34,34,1,1
-63.375,112.625,34,34,34,1,1
70.875,21.375,34,34,34,2,2
-63.625,143.625,34,34,34,1,1
-29.375,11.625,34,34,34,1,1
61.625,-1.375,34,34,34,1,1
51.375,1.125,34,34,34,1,1
71.375,-92.375,34,34,34,1,1
11.125,-76.875,34,34,34,1,1
-9.625,-33.875,34,34,34,4,5
-41.875,-61.875,34,34,34,1,1
44.875,-12.875,34,34,34,2,2
72.125,-161.875,34,34,34,3,3
76.875,30.875,34,34,34,1,1
49.375,-130.875,34,34,34,2,2
72.625,-148.375,34,34,34,1,1
72.625,-156.875,34,34,34,2,2
-29.375,11.875,34,34,34,1,1
-16.125,-37.125,34,34,34,3,4
-64.875,148.125,34,34,34,1,1
45.375,-10.375,34,34,34,1,1
23.375,-79.875,34,34,34,2,2
-54.875,-57.625,34,34,34,2,2
72.625,23.625,34,34,34,1,1
34.625,140.125,34,34,34,10,11
-13.125,124.875,34,34,34,1,1
-65.125,75.625,34,34,34,1,1
39.125,-69.875,34,34,34,1,1
13.625,-94.625,34,34,34,7,9
76.875,33.125,34,34,34,1,1
45.375,-127.875,34,34,34,1,1
37.375,-73.875,34,34,34,2,2
59.125,-169.375,34,34,34,1,1
50.375,-14.875,34,34,34,1,1
69.875,13.375,34,34,34,1,1
58.125,-168.125,34,34,34,2,2
58.125,-166.625,34,34,34,2,2
-64.875,148.875,34,34,34,1,1
51.875,-13.875,34,34,34,3,3
50.125,171.625,34,34,34,1,1
20.375,-84.125,34,34,34,2,3
44.875,-125.875,34,34,34,1,1
-52.625,-68.375,34,34,34,1,1
-6.625,-32.375,34,34,34,4,6
55.875,-140.625,34,34,34,1,2
69.375,11.625,34,34,34,1,1
47.375,-126.375,34,34,34,3,3
73.125,19.875,34,34,34,1,1
45.875,-2.875,34,34,34,1,1
46.125,-127.125,34,34,34,2,2
22.375,-112.375,34,34,34,4,4
45.125,-126.375,34,34,34,2,3
48.875,-129.375,34,34,34,4,4
-18.125,147.375,34,34,34,1,1
6.875,-83.125,34,34,34,1,1
-53.125,-64.875,34,34,34,1,1
-64.125,122.875,34,34,34,1,1
15.125,-98.125,34,34,34,7,9
60.625,-0.375,34,34,34,2,2
-48.625,168.875,34,34,34,1,1
-6.625,-33.625,34,34,34,1,1
-10.375,-33.375,34,34,34,1,1
49.875,-132.125,34,34,34,2,2
49.875,-132.375,34,34,34,2,2
-66.875,78.875,33,33,33,1,1
-52.875,-64.875,33,33,33,1,1
-11.125,144.625,33,33,33,1,1
-48.625,169.625,33,33,33,1,1
57.125,-165.875,33,33,33,1,1
50.375,-14.625,33,33,33,1,1
47.625,-7.375,33,33,33,3,3
59.125,-170.375,33,33,33,2,2
59.375,-171.125,33,33,33,2,2
74.125,-160.625,33,33,33,1,1
-66.125,149.625,33,33,33,1,1
14.125,-98.375,33,33,33,1,1
76.375,4.375,33,33,33,1,1
35.625,-3.875,33,33,33,1,1
-66.375,65.375,33,33,33,1,1
32.625,137.125,33,33,33,5,5
32.125,-80.375,33,33,33,1,1
20.125,-72.375,33,33,33,5,10
41.125,-12.875,33,33,33,1,1
41.125,141.375,33,33,33,1,1
33.625,-76.875,33,33,33,1,1
33.625,-77.125,33,33,33,2,2
33.625,-119.125,33,33,33,2,2
30.125,-119.875,33,33,33,1,1
-65.375,151.125,33,33,33,1,1
-65.375,150.375,33,33,33,1,1
52.875,-12.125,33,33,33,2,2
75.625,5.375,33,33,33,1,1
22.375,-111.625,33,33,33,2,2
-62.125,-62.875,33,33,33,4,4
71.125,-128.625,33,33,33,1,1
70.875,20.375,33,33,33,2,2
26.625,-14.625,33,33,33,2,2
50.625,-6.625,33,33,33,2,2
40.375,143.125,33,33,33,2,2
45.375,-126.875,33,33,33,3,4
20.375,-18.625,33,33,33,2,2
71.125,10.625,33,33,33,2,2
59.125,-179.125,33,33,33,1,1
12.625,-70.375,33,33,33,2,2
41.875,5.625,33,33,33,1,1
55.875,-137.875,33,33,33,1,1
27.625,-92.375,33,33,33,1,1
70.625,14.625,33,33,33,2,2
31.375,-77.625,33,33,33,2,2
53.875,-138.375,33,33,33,1,1
56.375,-157.625,33,33,33,1,1
14.375,-96.625,33,33,33,7,7
-17.375,121.625,33,33,33,1,1
-18.625,41.875,33,33,33,1,1
60.625,-147.125,33,33,33,2,3
64.125,-171.625,33,33,33,4,4
15.375,-99.125,33,33,33,6,7
30.875,136.125,33,33,33,5,6
-16.125,145.875,33,33,33,1,1
30.375,-80.875,33,33,33,1,1
30.375,-119.125,33,33,33,1,1
-29.625,12.875,33,33,33,1,1
56.125,-13.375,33,33,33,1,1
-40.375,-60.125,33,33,33,1,1
67.375,9.125,33,33,33,1,1
62.375,1.875,33,33,33,1,1
53.375,173.125,33,33,33,1,1
19.375,-19.625,33,33,33,3,4
19.375,-19.875,33,33,33,3,4
72.875,11.875,33,33,33,2,3
65.125,-168.125,33,33,33,1,1
62.625,-167.625,33,33,33,4,5
-62.625,-54.875,33,33,33,2,2
74.625,15.625,33,33,33,1,1
-63.375,-52.875,33,33,33,1,1
68.375,11.625,33,33,33,2,2
36.125,-4.875,33,33,33,4,4
-63.375,112.875,33,33,33,1,1
-63.375,128.375,33,33,33,1,1
50.875,-135.375,33,33,33,2,2
38.125,-70.875,33,33,33,1,1
54.375,-158.125,33,33,33,2,2
67.375,14.125,33,33,33,2,2
40.375,5.375,33,33,33,1,1
-63.375,-60.875,33,33,33,3,3
50.375,-14.125,33,33,33,1,1
44.875,-56.875,33,33,33,1,1
-65.875,-68.625,33,33,33,3,3
69.875,-167.875,33,33,33,2,2
63.625,7.625,33,33,33,1,1
34.375,-76.125,33,33,33,1,1
46.125,-2.375,33,33,33,1,1
57.375,-165.875,33,33,33,2,2
35.375,-7.125,33,33,33,2,2
49.125,-127.875,33,33,33,3,3
58.125,-6.125,33,33,33,1,1
-67.625,-11.375,33,33,33,1,1
38.125,-124.125,33,33,33,2,2
-64.625,116.875,33,33,33,1,1
65.875,-168.875,33,33,33,2,2
-47.375,-63.875,33,33,33,1,1
49.875,-131.375,33,33,33,2,3
57.875,-144.375,33,33,33,2,2
68.875,13.375,33,33,33,3,3
-32.125,112.125,33,33,33,1,1
57.875,-149.125,33,33,33,2,2
-10.125,142.875,33,33,33,1,1
-19.125,-38.625,33,33,33,3,4
73.625,17.875,33,33,33,1,1
52.375,-14.375,33,33,33,2,2
36.875,-75.375,33,33,33,1,1
69.625,17.625,33,33,33,2,2
-63.125,134.125,33,33,33,1,1
36.875,-123.375,33,33,33,2,2
72.625,13.625,33,33,33,2,2
72.625,12.625,33,33,33,2,3
57.375,-144.625,33,33,33,3,3
75.875,-7.625,33,33,33,1,1
17.625,-87.375,33,33,33,3,4
53.625,-161.125,33,33,33,2,2
58.625,-7.625,33,33,33,2,2
44.875,-60.125,33,33,33,1,1
-44.125,151.125,33,33,33,1,1
61.875,-174.625,33,33,33,2,2
68.125,4.375,33,33,33,1,1
-49.125,-65.125,33,33,33,1,1
75.375,29.125,33,33,33,2,2
-52.375,-64.875,33,33,33,1,1
57.125,-167.375,33,33,33,3,3
57.125,-167.875,33,33,33,2,3
70.625,17.125,33,33,33,2,2
33.625,140.125,33,33,33,11,15
-10.625,-34.375,33,33,33,3,4
31.125,129.875,33,33,33,2,2
-32.375,15.125,33,33,33,1,1
60.125,-172.125,33,33,33,2,2
20.375,-108.125,33,33,33,5,7
44.625,-58.625,33,33,33,1,1
8.125,-87.125,33,33,33,2,3
49.125,-8.375,33,33,33,2,2
77.375,26.875,33,33,33,1,1
77.375,25.875,33,33,33,1,1
-21.625,153.125,33,33,33,1,1
70.375,-163.375,33,33,33,5,6
-25.625,112.875,33,33,33,1,1
33.875,-121.625,33,33,33,1,1
33.875,-121.875,33,33,33,1,1
-12.875,125.875,33,33,33,1,1
-68.375,-78.125,33,33,33,2,2
50.625,-9.125,33,33,33,1,1
-66.625,63.375,33,33,33,1,1
46.375,-3.375,33,33,33,1,1
21.375,-109.875,33,33,33,5,7
59.875,-143.625,33,33,33,1,1
71.875,27.125,33,33,33,2,2
46.875,-127.875,33,33,33,2,2
38.875,-10.625,33,33,33,1,1
21.625,-65.125,33,33,33,1,1
71.875,-164.625,33,33,33,4,4
56.625,-155.375,33,33,33,3,3
-49.625,-63.625,33,33,33,1,1
74.875,12.125,33,33,33,2,2
-46.375,-65.375,33,33,33,1,1
50.875,-136.625,33,33,33,2,2
63.625,-167.875,33,33,33,2,2
-63.125,134.625,33,33,33,1,1
70.875,12.125,33,33,33,1,1
39.125,-71.125,33,33,33,1,1
64.875,4.875,33,33,33,3,3
38.875,135.125,33,33,33,2,2
57.625,-148.125,33,33,33,2,2
71.625,-156.625,33,33,33,3,3
33.125,-78.625,33,33,33,1,1
33.125,133.625,33,33,33,1,1
-44.375,149.375,33,33,33,1,1
-19.375,118.875,33,33,33,1,1
17.875,-78.375,33,33,33,2,2
34.875,130.875,33,33,33,2,2
-59.375,-54.125,33,33,33,1,1
52.625,-136.375,33,33,33,1,1
56.125,-152.375,33,33,33,2,2
-41.625,-61.625,33,33,33,1,1
-42.375,151.875,33,33,33,1,1
36.625,-1.125,33,33,33,1,1
51.375,-14.125,33,33,33,1,1
45.125,-6.625,33,33,33,1,1
50.125,-130.125,33,33,33,2,2
48.375,-129.625,33,33,33,2,2
44.625,-53.875,33,33,33,1,1
77.125,-136.875,33,33,33,1,1
71.375,32.875,33,33,33,1,1
-32.875,16.375,33,33,33,1,1
72.625,-158.375,33,33,33,4,4
53.125,176.875,33,33,33,1,1
71.875,31.625,33,33,33,2,2
37.875,133.375,33,33,33,1,1
-26.375,11.125,33,33,33,1,1
44.625,-51.875,33,33,33,2,2
44.625,-52.125,33,33,33,1,1
39.125,1.125,33,33,33,1,1
70.125,17.125,33,33,33,3,3
75.375,24.875,33,33,33,1,1
-35.375,-53.625,33,33,33,1,1
40.375,1.125,33,33,33,1,1
-48.625,171.875,33,33,33,1,1
51.125,-12.875,33,33,33,1,1
-71.875,-106.375,33,33,33,1,1
37.375,-124.625,33,33,33,2,2
37.375,-127.375,33,33,33,1,1
-62.875,-50.875,33,33,33,1,1
71.625,12.375,33,33,33,2,2
15.625,-76.625,33,33,33,6,6
67.125,5.375,33,33,33,2,2
-71.875,-105.375,33,33,33,1,1
76.875,28.125,33,33,33,2,2
33.375,-77.625,33,33,33,1,1
31.375,-11.375,33,33,33,1,1
-71.125,-82.375,33,33,33,1,1
31.375,-121.375,33,33,33,1,1
-47.875,-60.375,32,32,32,1,1
-7.875,-34.375,32,32,32,1,2
28.125,-15.125,32,32,32,1,1
30.625,-76.875,32,32,32,1,1
76.875,27.875,32,32,32,2,2
-66.125,65.875,32,32,32,1,1
67.125,5.875,32,32,32,2,2
51.125,-15.625,32,32,32,1,1
72.125,14.125,32,32,32,2,2
29.375,-80.625,32,32,32,1,1
69.375,-167.625,32,32,32,1,1
-35.375,17.625,32,32,32,1,1
72.875,28.625,32,32,32,1,1
45.125,-5.375,32,32,32,1,1
-65.125,110.625,32,32,32,1,1
37.875,-127.375,32,32,32,1,1
71.875,31.375,32,32,32,2,2
53.125,-12.125,32,32,32,2,2
42.875,-66.125,32,32,32,2,2
57.625,-165.875,32,32,32,3,3
-38.625,150.625,32,32,32,12,12
74.125,13.125,32,32,32,1,1
19.625,-83.125,32,32,32,11,18
7.375,-50.375,32,32,32,1,2
59.875,-167.875,32,32,32,1,2
59.875,-148.375,32,32,32,3,3
71.875,30.875,32,32,32,2,2
29.875,-15.625,32,32,32,1,1
74.375,12.625,32,32,32,2,2
-4.375,-32.375,32,32,32,1,1
32.875,128.625,32,32,32,1,1
73.125,34.625,32,32,32,1,1
45.125,-5.875,32,32,32,1,1
45.125,-5.625,32,32,32,1,1
-13.625,121.375,32,32,32,1,1
-44.125,176.625,32,32,32,2,2
75.375,21.125,32,32,32,1,1
59.625,-6.875,32,32,32,1,1
71.125,13.375,32,32,32,2,2
34.875,140.625,32,32,32,9,11
71.375,20.875,32,32,32,2,2
71.375,21.875,32,32,32,1,1
68.875,16.875,32,32,32,1,1
70.875,-162.125,32,32,32,4,4
39.875,-10.875,32,32,32,1,1
57.125,-164.375,32,32,32,2,2
64.375,8.875,32,32,32,1,1
64.375,9.125,32,32,32,1,1
76.875,32.125,32,32,32,1,1
-69.125,-75.625,32,32,32,1,1
-46.375,-63.875,32,32,32,1,1
-64.625,78.625,32,32,32,1,1
-13.875,122.375,32,32,32,1,1
20.375,-19.375,32,32,32,3,4
45.125,-51.125,32,32,32,1,1
46.875,-126.125,32,32,32,2,2
46.625,-6.875,32,32,32,1,1
36.375,-7.625,32,32,32,2,2
16.875,-62.875,32,32,32,2,2
-65.375,148.875,32,32,32,1,1
49.125,-10.125,32,32,32,2,2
42.875,-67.625,32,32,32,1,1
45.875,-10.875,32,32,32,2,2
73.125,-166.125,32,32,32,1,1
62.375,4.625,32,32,32,1,1
50.625,-14.875,32,32,32,1,1
49.875,-7.125,32,32,32,1,1
-9.625,-33.375,32,32,32,1,1
47.375,-9.125,32,32,32,3,3
-64.625,81.625,32,32,32,1,1
56.625,-150.625,32,32,32,2,2
54.625,171.625,32,32,32,1,1
70.375,-164.625,32,32,32,4,5
70.375,-164.375,32,32,32,4,4
61.875,-2.375,32,32,32,1,1
71.625,-156.375,32,32,32,3,3
-25.875,155.125,32,32,32,1,1
-43.875,-64.125,32,32,32,1,1
70.375,-163.625,32,32,32,4,5
70.125,30.625,32,32,32,2,2
-49.375,170.375,32,32,32,1,1
43.125,-67.875,32,32,32,2,2
34.375,-11.875,32,32,32,1,1
27.125,-91.625,32,32,32,1,1
52.625,-11.125,32,32,32,2,2
75.375,31.875,32,32,32,1,1
58.375,-146.125,32,32,32,1,1
-65.125,132.125,32,32,32,1,1
44.625,-55.875,32,32,32,1,1
20.375,-107.625,32,32,32,2,2
55.375,-149.125,32,32,32,1,1
55.375,-139.875,32,32,32,1,2
42.625,-68.375,32,32,32,2,2
-59.625,-53.875,32,32,32,1,1
-50.125,-64.875,32,32,32,1,1
71.625,-159.875,32,32,32,3,4
35.125,-74.125,32,32,32,2,2
34.375,140.625,32,32,32,9,13
20.375,-63.625,32,32,32,1,1
-61.125,-63.125,32,32,32,2,2
-52.625,-54.875,32,32,32,1,1
55.875,-157.375,32,32,32,2,2
58.625,-5.375,32,32,32,1,1
31.125,137.625,32,32,32,4,4
76.375,15.875,32,32,32,2,2
72.625,13.375,32,32,32,2,2
72.625,14.125,32,32,32,2,2
72.125,-157.375,32,32,32,2,2
36.875,-9.125,32,32,32,2,2
37.625,-127.375,32,32,32,3,3
-69.375,-88.625,32,32,32,1,1
59.625,-168.875,32,32,32,3,3
59.625,-167.875,32,32,32,6,6
-34.625,18.125,32,32,32,1,2
74.125,32.375,32,32,32,2,2
54.625,-155.375,32,32,32,2,2
47.375,-128.375,32,32,32,1,1
-68.125,-71.375,32,32,32,3,3
21.875,-70.125,32,32,32,2,2
-66.125,148.875,32,32,32,1,1
-51.375,-63.625,32,32,32,1,1
-50.875,-63.625,32,32,32,1,1
71.875,-159.625,32,32,32,2,2
-32.125,14.625,32,32,32,1,1
-49.875,-63.625,32,32,32,1,1
-45.375,176.125,32,32,32,1,1
-52.125,-64.875,32,32,32,1,1
6.875,-82.625,32,32,32,1,1
-60.125,-64.875,32,32,32,2,2
46.875,-9.375,32,32,32,2,2
-34.875,29.875,32,32,32,1,1
57.375,-150.875,32,32,32,2,2
-37.375,-55.875,32,32,32,1,1
56.625,-8.625,32,32,32,3,3
